# 
# Header Description:
# 
# Version: v3.1.1.2 Platform: 14 Manufacturer: samsung Model: SM-M055F GNSS Hardware Model Name: MediaTek,MT6631,MTK_MNLD_default,MNL_VER_default
# 
# Raw,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos,IsFullTracking,SvPositionEcefXMeters,SvPositionEcefYMeters,SvPositionEcefZMeters,SvVelocityEcefXMetersPerSecond,SvVelocityEcefYMetersPerSecond,SvVelocityEcefZMetersPerSecond,SvClockBiasMeters,SvClockDriftMetersPerSecond,KlobucharAlpha0,KlobucharAlpha1,KlobucharAlpha2,KlobucharAlpha3,KlobucharBeta0,KlobucharBeta1,KlobucharBeta2,KlobucharBeta3
# 
# UncalAccel,utcTimeMillis,elapsedRealtimeNanos,UncalAccelXMps2,UncalAccelYMps2,UncalAccelZMps2,BiasXMps2,BiasYMps2,BiasZMps2,CalibrationAccuracy
# 
# Accel,utcTimeMillis,elapsedRealtimeNanos,AccelXMps2,AccelYMps2,AccelZMps2,CalibrationAccuracy
# 
# UncalGyro,utcTimeMillis,elapsedRealtimeNanos,UncalGyroXRadPerSec,UncalGyroYRadPerSec,UncalGyroZRadPerSec,DriftXRadPerSec,DriftYRadPerSec,DriftZRadPerSec,CalibrationAccuracy
# 
# Gyro,utcTimeMillis,elapsedRealtimeNanos,GyroXRadPerSec,GyroYRadPerSec,GyroZRadPerSec,CalibrationAccuracy
# 
# UncalMag,utcTimeMillis,elapsedRealtimeNanos,UncalMagXMicroT,UncalMagYMicroT,UncalMagZMicroT,BiasXMicroT,BiasYMicroT,BiasZMicroT,CalibrationAccuracy
# 
# Mag,utcTimeMillis,elapsedRealtimeNanos,MagXMicroT,MagYMicroT,MagZMicroT,CalibrationAccuracy
# 
# Pressure,utcTimeMillis,elapsedRealtimeNanos,PressureHpa,CalibrationAccuracy
# 
# OrientationDeg,utcTimeMillis,elapsedRealtimeNanos,yawDeg,rollDeg,pitchDeg,CalibrationAccuracy
# 
# Fix,Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis,SpeedAccuracyMps,BearingAccuracyDegrees,elapsedRealtimeNanos,VerticalAccuracyMeters,MockLocation,NumberOfUsedSignals,VerticalSpeedAccuracyMps,SolutionType
# 
# Nav,Svid,Type,Status,MessageId,Sub-messageId,Data(Bytes)
# 
# Status,UnixTimeMillis,SignalCount,SignalIndex,ConstellationType,Svid,CarrierFrequencyHz,Cn0DbHz,AzimuthDegrees,ElevationDegrees,UsedInFix,HasAlmanacData,HasEphemerisData,BasebandCn0DbHz
# 
# Agc,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,AgcDb,CarrierFrequencyHz,ConstellationType
# 
# GameRotationVector,utcTimeMillis,elapsedRealtimeNanos,x,y,z,w
# 
Raw,1769597324000,110787000000,18,40.27119942280958,-1453632431212999936,0.0,40.27119942280958,-1829.7637499501254,0.0,0,1,0.0,32995,49723922252304,58,5.0,-934.7205792757985,0.14999,17,-76336.45338950826,0.00039999998989515007,1602562560,,,,0,21.708330632130583,3,6.0,34.0,0.0,0.0,123.66957223768198,66.7128,I,61450734000000,,,,,,,,,,0.000000017695128917694092,-0.000000007450580596923828,-0.000000059604644775390625,0.00000011920928955078125,131072.0,-131072.0,65536.0,-262144.0
Raw,1769597324000,110787000000,18,40.27119942280958,-1453632431212999936,0.0,40.27119942280958,-1829.7637499501254,0.0,0,17,0.0,32995,49723926812657,31,35.5,-698.0855294998624,0.14999,17,-68944.28140230669,0.00022499999613501132,1604249980,,,,0,30.575072019056577,3,6.0,35.5,0.0,0.0,123.66957223768198,66.7128,I,61450734000000,,,,,,,,,,0.000000017695128917694092,-0.000000007450580596923828,-0.000000059604644775390625,0.00000011920928955078125,131072.0,-131072.0,65536.0,-262144.0
Raw,1769597324000,110787000000,18,40.27119942280958,-1453632431212999936,0.0,40.27119942280958,-1829.7637499501254,0.0,0,12,0.0,32995,49723926264749,51,5.0,160.37817531539352,0.14999,17,-40301.835436358844,0.00022499999613501132,1601437440,,,,0,22.933517654415688,3,6.0,36.0,0.0,0.0,123.66957223768198,66.7128,I,61450734000000,,,,,,,,,,0.000000017695128917694092,-0.000000007450580596923828,-0.000000059604644775390625,0.00000011920928955078125,131072.0,-131072.0,65536.0,-262144.0
Raw,1769597324000,110787000000,18,40.27119942280958,-1453632431212999936,0.0,40.27119942280958,-1829.7637499501254,0.0,0,2,0.0,32995,49723918909336,74,5.0,-915.4286776720172,0.14999,16,0.0,0.0,1599750020,,,,0,16.91097415427674,3,6.0,30.0,0.0,0.0,123.66957223768198,66.7128,I,61450734000000,,,,,,,,,,0.000000017695128917694092,-0.000000007450580596923828,-0.000000059604644775390625,0.00000011920928955078125,131072.0,-131072.0,65536.0,-262144.0
Raw,1769597324000,110787000000,18,40.27119942280958,-1453632431212999936,0.0,40.27119942280958,-1829.7637499501254,0.0,0,13,0.0,16905,298127876170952,51,37.29999923706055,-807.85595703125,0.14999,17,-71829.05789864283,0.00022499999613501132,1561097980,,,,0,24.932927159848244,5,6.0,37.29999923706055,0.0,0.0,146.7799132603613,66.7128,I,61450734000000,,-8944864.061457086,40363252.316427484,-8776228.56556676,1290.7863768598954,863.3428235481356,2575.4432197610854,-89544.26942956929,-0.0048852368054213,0.000000017695128917694092,-0.000000007450580596923828,-0.000000059604644775390625,0.00000011920928955078125,131072.0,-131072.0,65536.0,-262144.0
Raw,1769597324000,110787000000,18,40.27119942280958,-1453632431212999936,0.0,40.27119942280958,-1829.7637499501254,0.0,0,1,0.0,16905,298127866877644,51,36.20000076293945,-549.6846923828125,0.14999,16,0.0,0.0,1561097980,,,,0,23.715182074906235,5,6.0,36.20000076293945,0.0,0.0,146.7799132603613,66.7128,I,61450734000000,,-34392510.55891101,24401034.69146989,-3472.4696513221134,-0.998309369167373,3.3872985210491606,96.47160140437475,-66837.15361711048,0.0011602146114455536,0.000000017695128917694092,-0.000000007450580596923828,-0.000000059604644775390625,0.00000011920928955078125,131072.0,-131072.0,65536.0,-262144.0
Raw,1769597324000,110787000000,18,40.27119942280958,-1453632431212999936,0.0,40.27119942280958,-1829.7637499501254,0.0,0,3,0.0,16905,298127877794191,74,30.524999618530273,-552.3592529296875,0.14999,16,0.0,0.0,1561097980,,,,0,17.42911835311714,5,6.0,30.524999618530273,0.0,0.0,146.7799132603613,66.7128,I,61450734000000,,-14765486.630009629,39466627.46687926,-648879.9323864179,-2.1477142336302677,-0.365319931879867,89.67403147289835,261313.0492542128,-0.006739920470863581,0.000000017695128917694092,-0.000000007450580596923828,-0.000000059604644775390625,0.00000011920928955078125,131072.0,-131072.0,65536.0,-262144.0
Raw,1769597324000,110787000000,18,40.27119942280958,-1453632431212999936,0.0,40.27119942280958,-1829.7637499501254,0.0,0,19,0.0,16905,298127915820228,487,28.700000762939453,-928.9328002929688,0.14999,16,0.0,0.0,1561097980,,,,0,15.51584175320799,5,6.0,28.700000762939453,0.0,0.0,146.7799132603613,66.7128,I,61450734000000,,-5436610.191770445,20773935.779516637,-17780637.759684473,-1529.864333712237,1342.1908359985227,2036.1459675316014,-290116.00169349625,-0.0013663122081197798,0.000000017695128917694092,-0.000000007450580596923828,-0.000000059604644775390625,0.00000011920928955078125,131072.0,-131072.0,65536.0,-262144.0
Raw,1769597324000,110787000000,18,40.27119942280958,-1453632431212999936,0.0,40.27119942280958,-1829.7637499501254,0.0,0,7,0.0,16905,298127874957539,1797,12.399999618530273,-628.8062744140625,0.14999,16,0.0,0.0,1561097980,,,,0,0.0,5,6.0,12.399999618530273,0.0,0.0,146.7799132603613,66.7128,I,61450734000000,,-16046207.75031147,29147581.922941465,25891213.600174733,-639.7835742609659,766.7087518546177,-1283.2085590459963,146167.19635785866,0.007208196504507214,0.000000017695128917694092,-0.000000007450580596923828,-0.000000059604644775390625,0.00000011920928955078125,131072.0,-131072.0,65536.0,-262144.0
Raw,1769597324000,110787000000,18,40.27119942280958,-1453632431212999936,0.0,40.27119942280958,-1829.7637499501254,0.0,0,36,0.0,16905,298127926596259,235,27.5,-214.09765625,0.14999,16,0.0,0.0,1561097980,,,,0,14.085167435203164,5,6.0,27.5,0.0,0.0,146.7799132603613,66.7128,I,61450734000000,,2891673.4544619876,27389529.042285923,-4542428.8761800965,-284.8668541161044,-468.9238354861867,-3000.316155934058,91071.90276216164,-0.00044273489038459957,0.000000017695128917694092,-0.000000007450580596923828,-0.000000059604644775390625,0.00000011920928955078125,131072.0,-131072.0,65536.0,-262144.0
Raw,1769597324000,110787000000,18,40.27119942280958,-1453632431212999936,0.0,40.27119942280958,-1829.7637499501254,0.0,0,35,0.0,16905,298127919527780,396,17.702999114990234,-632.6113891601562,0.14999,16,0.0,0.0,1561097980,,,,0,4.028992185103096,5,6.0,17.702999114990234,0.0,0.0,146.7799132603613,66.7128,I,61450734000000,,22628769.67747347,13186564.279641565,9562044.994368678,-1101.5359027037632,-128.4405095790572,2781.5925208328754,-74617.92293327699,-0.004365892120404169,0.000000017695128917694092,-0.000000007450580596923828,-0.000000059604644775390625,0.00000011920928955078125,131072.0,-131072.0,65536.0,-262144.0
Raw,1769597324000,110787000000,18,40.27119942280958,-1453632431212999936,0.0,40.27119942280958,-1829.7637499501254,0.0,0,20,0.0,16905,298127916153129,42,39.76300048828125,-768.5718383789062,0.14999,17,-72660.81329964752,0.00022499999613501132,1561097980,,,,0,27.129832832879032,5,6.0,39.76300048828125,0.0,0.0,146.7799132603613,66.7128,I,61450734000000,,-18922984.60195878,20192431.917460624,-3435300.8121667,-325.103362044871,227.1222606053504,3121.7422278862728,-289184.4748394438,-0.0033334893523715436,0.000000017695128917694092,-0.000000007450580596923828,-0.000000059604644775390625,0.00000011920928955078125,131072.0,-131072.0,65536.0,-262144.0
Raw,1769597324000,110787000000,18,40.27119942280958,-1453632431212999936,0.0,40.27119942280958,-1829.7637499501254,0.0,0,8,0.0,16905,298127875615888,235,29.625,-816.5296020507812,0.14999,16,0.0,0.0,1561097980,,,,0,14.976810088257974,5,6.0,29.625,0.0,0.0,146.7799132603613,66.7128,I,61450734000000,,-13587704.929047283,39877532.89307578,-3845549.3440009146,1468.245646280686,762.618621886563,2695.8136560399894,-187181.26328188775,0.005580451397690922,0.000000017695128917694092,-0.000000007450580596923828,-0.000000059604644775390625,0.00000011920928955078125,131072.0,-131072.0,65536.0,-262144.0
Raw,1769597324000,110787000000,18,40.27119942280958,-1453632431212999936,0.0,40.27119942280958,-1829.7637499501254,0.0,0,16,0.0,16905,298127870224481,51,37.599998474121094,-282.45477294921875,0.14999,17,-57537.91059797477,0.00022499999613501132,1561097980,,,,0,25.230758267875146,5,6.0,37.599998474121094,0.0,0.0,146.7799132603613,66.7128,I,61450734000000,,-2663674.298209885,30351359.29867011,-28543125.08154908,-90.69194177887846,-1335.0909122083342,-1411.7338039811775,-256387.1207963323,0.0016808253130875528,0.000000017695128917694092,-0.000000007450580596923828,-0.000000059604644775390625,0.00000011920928955078125,131072.0,-131072.0,65536.0,-262144.0
Accel,1769597324145,61450893296108,0.29805002,0.58305,9.18105,3
Accel,1769597324150,61450898069801,0.279,0.58305,9.220051,3
Accel,1769597324154,61450902844148,0.279,0.54495,9.201,3
Accel,1769597324159,61450907618493,0.24000001,0.54495,9.220051,3
Accel,1769597324164,61450912393536,0.25995,0.507,9.201,3
Accel,1769597324169,61450917168575,0.22095,0.507,9.220051,3
Nav,1,769,1,3,7,7,-20,-55,77,86,22,-105,-13,72,64,109
Accel,1769597324173,61450921943036,0.24000001,0.46905002,9.201,3
Accel,1769597324178,61450926717499,0.20205002,0.46905002,9.201,3
Nav,2,769,1,3,7,7,-20,-55,77,86,22,-105,-13,72,64,109
Nav,12,769,1,3,7,7,-20,-55,77,86,22,-105,-13,72,64,109
Nav,13,769,1,3,7,7,-20,-55,77,86,22,-105,-13,72,64,109
Nav,17,769,1,3,7,7,-20,-55,77,86,22,-105,-13,72,64,109
Nav,15,1537,1,3,16,16,41,80,51,-56,111,1,-99,93,-43,-7,115,55,-4,44,-76,14,-14,69,-64,0,10,-86,-86,-99,96,104,18,-16
Nav,25,1537,1,3,16,16,32,-104,-60,31,-83,29,71,-24,-83,37,123,-80,0,102,-64,2,66,69,-64,0,10,-86,-86,-105,-19,49,-78,-16
Accel,1769597324183,61450931490603,0.18300001,0.43005002,9.14295,3
Accel,1769597324188,61450936263680,0.14505,0.43005002,9.12405,3
Accel,1769597324193,61450941037720,0.12495001,0.411,9.066,3
Accel,1769597324197,61450945811757,0.087000005,0.43005002,9.04695,3
Accel,1769597324202,61450950587729,0.087000005,0.411,8.98995,3
Accel,1769597324207,61450955363690,0.06795,0.43005002,8.97105,3
Accel,1769597324212,61450960137997,0.06795,0.411,8.913,3
Accel,1769597324216,61450964912306,0.049050003,0.43005002,8.913,3
Accel,1769597324221,61450969687901,0.049050003,0.411,8.89395,3
Accel,1769597324226,61450974463478,0.030000001,0.43005002,8.913,3
Accel,1769597324231,61450979238861,0.049050003,0.411,8.89395,3
Accel,1769597324236,61450984014246,0.030000001,0.43005002,8.913,3
Accel,1769597324240,61450988787593,0.049050003,0.411,8.89395,3
Accel,1769597324245,61450993560940,0.030000001,0.411,8.932051,3
Accel,1769597324250,61450998335709,0.049050003,0.39195,8.952001,3
Accel,1769597324255,61451003110478,0.030000001,0.39195,9.02805,3
Accel,1769597324259,61451007885880,0.049050003,0.37305,9.066,3
Accel,1769597324264,61451012661265,0.030000001,0.37305,9.14295,3
Accel,1769597324269,61451017433417,0.049050003,0.33405003,9.18105,3
Accel,1769597324274,61451022205574,0.030000001,0.33405003,9.7560005,3
Accel,1769597324278,61451026979134,0.049050003,0.29595003,9.736951,3
Accel,1769597324283,61451031752671,0.030000001,0.29595003,9.7560005,3
Accel,1769597324288,61451036524207,0.049050003,0.25800002,9.736951,3
Accel,1769597324293,61451041295748,0.030000001,0.25800002,9.7560005,3
Accel,1769597324298,61451046070364,0.049050003,0.21900001,9.736951,3
Accel,1769597324302,61451050844979,0.030000001,0.23895001,9.7560005,3
Accel,1769597324307,61451055618054,0.049050003,0.21900001,9.71805,3
Accel,1769597324312,61451060391133,0.030000001,0.23895001,9.71805,3
Accel,1769597324317,61451065164199,0.049050003,0.21900001,9.660001,3
Accel,1769597324321,61451069937276,0.030000001,0.23895001,9.62205,3
Accel,1769597324326,61451074711420,0.049050003,0.21900001,9.04695,3
Accel,1769597324331,61451079485573,0.049050003,0.23895001,9.066,3
Accel,1769597324336,61451084260996,0.10605001,0.21900001,9.02805,3
Accel,1769597324341,61451089036419,0.14505,0.23895001,9.02805,3
Accel,1769597324345,61451093812218,0.75795,0.23895001,8.98995,3
Accel,1769597324350,61451098588027,0.73800004,0.27705002,8.97105,3
Accel,1769597324355,61451103362333,0.75795,0.27705002,8.913,3
Accel,1769597324360,61451108136642,0.73800004,0.31500003,8.89395,3
Accel,1769597324364,61451112913243,0.75795,0.31500003,8.856,3
Accel,1769597324369,61451117689858,0.73800004,0.354,8.856,3
Accel,1769597324374,61451122463433,0.75795,0.354,8.817,3
Accel,1769597324379,61451127237012,0.73800004,0.39195,8.83695,3
Accel,1769597324384,61451132013114,0.75795,0.39195,8.817,3
Accel,1769597324388,61451136789229,0.73800004,0.43005002,8.83695,3
Accel,1769597324393,61451141562765,0.71895003,0.411,8.817,3
Accel,1769597324398,61451146336304,0.68100005,0.43005002,8.856,3
Accel,1769597324403,61451151107558,0.68100005,0.411,8.875051,3
Accel,1769597324407,61451155878829,0.62295,0.43005002,8.932051,3
Accel,1769597324412,61451160652484,0.58500004,0.411,8.952001,3
Accel,1769597324417,61451165426137,0.528,0.43005002,9.02805,3
Accel,1769597324422,61451170200891,0.50895,0.411,9.04695,3
Accel,1769597324426,61451174975660,0.45105,0.43005002,9.1050005,3
Accel,1769597324431,61451179749236,0.432,0.411,9.12405,3
Accel,1769597324436,61451184522815,0.39405003,0.43005002,9.162001,3
Accel,1769597324441,61451189298767,0.39405003,0.411,9.18105,3
Accel,1769597324446,61451194074728,0.35505003,0.43005002,9.238951,3
Accel,1769597324450,61451198851535,0.35505003,0.411,9.238951,3
Accel,1769597324455,61451203628344,0.33600003,0.43005002,9.27705,3
Accel,1769597324460,61451208404140,0.33600003,0.411,9.27705,3
Accel,1769597324465,61451213179949,0.31695002,0.43005002,9.295951,3
Accel,1769597324469,61451217955833,0.33600003,0.411,9.27705,3
Accel,1769597324474,61451222731718,0.31695002,0.43005002,9.295951,3
Accel,1769597324479,61451227506462,0.33600003,0.411,9.27705,3
Accel,1769597324484,61451232281233,0.31695002,0.43005002,9.295951,3
Accel,1769597324489,61451237056886,0.33600003,0.411,9.258,3
Accel,1769597324493,61451241832539,0.31695002,0.43005002,9.258,3
Accel,1769597324498,61451246604273,0.33600003,0.411,9.220051,3
Accel,1769597324503,61451251376006,0.31695002,0.43005002,9.220051,3
Accel,1769597324508,61451256151393,0.33600003,0.411,9.18105,3
Accel,1769597324512,61451260926776,0.31695002,0.43005002,9.18105,3
Accel,1769597324517,61451265703049,0.33600003,0.411,9.14295,3
Accel,1769597324522,61451270479358,0.31695002,0.43005002,9.162001,3
Accel,1769597324527,61451275254741,0.31695002,0.411,9.14295,3
Accel,1769597324532,61451280030126,0.29805002,0.43005002,9.162001,3
Accel,1769597324536,61451284803972,0.29805002,0.411,9.14295,3
Accel,1769597324541,61451289577819,0.25995,0.43005002,9.162001,3
Accel,1769597324546,61451294353305,0.279,0.411,9.14295,3
Accel,1769597324551,61451299128804,0.24000001,0.43005002,9.162001,3
Accel,1769597324555,61451303904958,0.25995,0.411,9.14295,3
Accel,1769597324560,61451308681113,0.22095,0.43005002,9.162001,3
Accel,1769597324565,61451313456357,0.20205002,0.411,9.14295,3
Accel,1769597324570,61451318231626,0.16395001,0.43005002,9.162001,3
Accel,1769597324575,61451323005280,0.14505,0.411,9.12405,3
Accel,1769597324579,61451327778935,0.10605001,0.43005002,9.14295,3
Accel,1769597324584,61451332553700,0.10605001,0.411,9.1050005,3
Accel,1769597324589,61451337328469,0.06795,0.43005002,9.1050005,3
Accel,1769597324594,61451342103121,0.06795,0.411,9.066,3
Accel,1769597324598,61451346877776,0.049050003,0.43005002,9.066,3
Accel,1769597324603,61451351652374,0.049050003,0.411,9.02805,3
Accel,1769597324608,61451356426989,0.030000001,0.43005002,9.02805,3
Accel,1769597324613,61451361200334,0.049050003,0.411,9.009001,3
Accel,1769597324617,61451365973681,0.030000001,0.43005002,9.009001,3
Accel,1769597324622,61451370751062,0.049050003,0.411,8.97105,3
Accel,1769597324627,61451375528445,0.030000001,0.43005002,8.97105,3
Accel,1769597324632,61451380302157,0.049050003,0.411,8.932051,3
Accel,1769597324637,61451385075890,0.030000001,0.43005002,8.913,3
Accel,1769597324641,61451389850353,0.049050003,0.411,8.856,3
Accel,1769597324646,61451394624814,0.030000001,0.43005002,8.83695,3
Accel,1769597324651,61451399398928,0.049050003,0.411,8.779051,3
Accel,1769597324656,61451404173045,0.030000001,0.43005002,8.76,3
Accel,1769597324660,61451408949050,0.049050003,0.411,8.703,3
Accel,1769597324665,61451413725049,0.030000001,0.43005002,8.68305,3
Accel,1769597324670,61451418499702,0.049050003,0.39195,8.644951,3
Accel,1769597324675,61451423274357,0.049050003,0.39195,8.644951,3
Accel,1769597324680,61451428048459,0.06795,0.37305,8.62605,3
Accel,1769597324684,61451432822574,0.06795,0.37305,8.644951,3
Accel,1769597324689,61451437596882,0.087000005,0.33405003,8.644951,3
Accel,1769597324694,61451442371189,0.087000005,0.33405003,8.703,3
Accel,1769597324699,61451447146444,0.14505,0.29595003,8.740951,3
Accel,1769597324703,61451451921675,0.14505,0.29595003,8.817,3
Accel,1769597324708,61451456696444,0.16395001,0.25800002,9.450001,3
Accel,1769597324713,61451461471213,0.14505,0.25800002,9.46905,3
Accel,1769597324718,61451466246588,0.18300001,0.21900001,9.46905,3
Accel,1769597324723,61451471021973,0.18300001,0.21900001,9.526051,3
Accel,1769597324727,61451475796915,0.22095,0.18105,9.5449505,3
Accel,1769597324732,61451480571878,0.20205002,0.19995001,9.603001,3
Accel,1769597324737,61451485347532,0.24000001,0.18105,9.62205,3
Accel,1769597324742,61451490123185,0.22095,0.19995001,9.699,3
Accel,1769597324746,61451494899516,0.25995,0.18105,9.736951,3
Accel,1769597324751,61451499675825,0.24000001,0.19995001,9.814051,3
Accel,1769597324756,61451504449091,0.25995,0.18105,9.852,3
Accel,1769597324761,61451509222362,0.24000001,0.19995001,9.909,3
Accel,1769597324765,61451513997407,0.279,0.18105,9.92805,3
Accel,1769597324770,61451518772444,0.25995,0.19995001,9.98595,3
Accel,1769597324775,61451523546905,0.29805002,0.162,9.98595,3
Accel,1769597324780,61451528321368,0.279,0.162,10.005,3
Accel,1769597324785,61451533095536,0.31695002,0.124050006,9.98595,3
Accel,1769597324789,61451537869689,0.31695002,0.124050006,9.98595,3
Accel,1769597324794,61451542643536,0.33600003,0.08505,9.948001,3
Accel,1769597324799,61451547417381,0.33600003,0.08505,9.92805,3
Accel,1769597324804,61451552193565,0.35505003,0.066,9.852,3
Accel,1769597324808,61451556969718,0.37395,0.08505,9.238951,3
Accel,1769597324813,61451561745290,0.432,0.066,9.220051,3
Accel,1769597324818,61451566520867,0.45105,0.08505,9.238951,3
Accel,1769597324823,61451571297137,0.48900002,0.066,9.201,3
Accel,1769597324828,61451576073406,0.50895,0.08505,9.18105,3
Accel,1769597324832,61451580847255,0.54705,0.066,9.12405,3
Accel,1769597324837,61451585621104,0.56595004,0.08505,9.1050005,3
Accel,1769597324842,61451590394988,0.60405004,0.066,9.04695,3
Accel,1769597324847,61451595168873,0.60405004,0.08505,9.009001,3
Accel,1769597324851,61451599941443,0.62295,0.066,8.952001,3
Accel,1769597324856,61451604714022,0.60405004,0.08505,8.932051,3
Accel,1769597324861,61451609485574,0.62295,0.08505,8.875051,3
Accel,1769597324866,61451614257113,0.60405004,0.105000004,8.875051,3
Accel,1769597324871,61451619027612,0.60405004,0.105000004,8.83695,3
Accel,1769597324875,61451623798113,0.58500004,0.14295001,8.856,3
Accel,1769597324880,61451628569800,0.58500004,0.124050006,8.83695,3
Accel,1769597324885,61451633341491,0.56595004,0.14295001,8.856,3
Accel,1769597324890,61451638114376,0.58500004,0.124050006,8.83695,3
Accel,1769597324894,61451642887261,0.54705,0.14295001,8.856,3
Accel,1769597324899,61451647661161,0.528,0.124050006,8.83695,3
Accel,1769597324904,61451652435046,0.48900002,0.14295001,8.875051,3
Accel,1769597324909,61451657207967,0.46995002,0.124050006,8.875051,3
Accel,1769597324913,61451661980892,0.432,0.14295001,8.89395,3
Accel,1769597324918,61451666755662,0.45105,0.124050006,8.89395,3
Accel,1769597324923,61451671530431,0.432,0.14295001,8.952001,3
Accel,1769597324928,61451676303520,0.45105,0.124050006,8.97105,3
Accel,1769597324933,61451681076597,0.432,0.14295001,9.009001,3
Accel,1769597324937,61451685850098,0.45105,0.14295001,9.009001,3
Accel,1769597324942,61451690623597,0.432,0.18105,9.04695,3
Accel,1769597324947,61451695398996,0.45105,0.18105,9.04695,3
Accel,1769597324952,61451700174381,0.45105,0.21900001,9.085951,3
Accel,1769597324956,61451704948226,0.46995002,0.23895001,9.085951,3
Accel,1769597324961,61451709722073,0.46995002,0.29595003,9.12405,3
Accel,1769597324966,61451714494520,0.50895,0.29595003,9.1050005,3
Accel,1769597324971,61451719266983,0.528,0.33405003,9.14295,3
Accel,1769597324976,61451724039291,0.56595004,0.33405003,9.12405,3
Accel,1769597324980,61451728811598,0.58500004,0.37305,9.14295,3
Accel,1769597324985,61451733583440,0.66195005,0.37305,9.12405,3
Accel,1769597324990,61451738355285,0.68100005,0.411,9.14295,3
Accel,1769597324995,61451743128709,0.73800004,0.411,9.12405,3
Accel,1769597324999,61451747902132,0.777,0.44895002,9.14295,3
Accel,1769597325004,61451752674742,1.36995,0.44895002,9.12405,3
Accel,1769597325009,61451757447319,1.35105,0.507,9.14295,3
Accel,1769597325014,61451762221359,1.36995,0.52605003,9.12405,3
Accel,1769597325018,61451766995396,1.35105,0.564,9.14295,3
Accel,1769597325023,61451771769227,1.36995,0.564,9.12405,3
Accel,1769597325028,61451776543074,1.35105,0.60300004,9.14295,3
Accel,1769597325033,61451781317228,1.36995,0.60300004,9.12405,3
Accel,1769597325038,61451786091381,1.35105,0.64095,9.14295,3
Accel,1769597325042,61451790864914,1.36995,0.62205005,9.12405,3
Accel,1769597325047,61451795638453,1.35105,0.64095,9.14295,3
Accel,1769597325052,61451800411645,1.36995,0.62205005,9.12405,3
Accel,1769597325057,61451805184838,1.35105,0.64095,9.14295,3
Accel,1769597325061,61451809959157,1.36995,0.62205005,9.12405,3
Accel,1769597325066,61451814733464,1.35105,0.64095,9.14295,3
Accel,1769597325071,61451819508386,1.36995,0.62205005,9.12405,3
Accel,1769597325076,61451824283309,1.35105,0.64095,9.14295,3
Accel,1769597325081,61451829057727,1.332,0.62205005,9.12405,3
Accel,1769597325085,61451833832190,1.2940501,0.64095,9.14295,3
Accel,1769597325090,61451838607421,1.2940501,0.62205005,9.12405,3
Accel,1769597325095,61451843382652,1.2360001,0.64095,9.14295,3
Accel,1769597325100,61451848154658,1.19805,0.62205005,9.14295,3
Accel,1769597325104,61451852926661,1.1410501,0.64095,9.18105,3
Accel,1769597325109,61451857700354,1.1209501,0.62205005,9.201,3
Accel,1769597325114,61451862474045,1.0639501,0.64095,9.238951,3
Accel,1769597325119,61451867249597,1.04505,0.62205005,9.238951,3
Accel,1769597325124,61451872025136,0.98700005,0.64095,9.27705,3
Accel,1769597325128,61451876801371,0.98700005,0.60300004,9.27705,3
Accel,1769597325133,61451881577564,0.93000007,0.62205005,9.295951,3
Status,1769597324000,58,0,1,11,1575420030,0.00,300.0,67.0,0,0,0,0.0
Status,1769597324000,58,1,1,21,1575420030,46.40,159.0,45.0,1,0,0,41.4
Status,1769597324000,58,2,1,22,1575420030,50.60,114.0,43.0,1,0,0,45.6
Status,1769597324000,58,3,1,6,1575420030,0.00,18.0,41.0,0,0,0,0.0
Status,1769597324000,58,4,1,24,1575420030,44.70,268.0,33.0,1,0,0,39.7
Status,1769597324000,58,5,1,19,1575420030,0.00,38.0,28.0,0,0,0,0.0
Status,1769597324000,58,6,1,14,1575420030,43.90,127.0,27.0,1,0,0,38.9
Status,1769597324000,58,7,1,5,1575420030,38.40,189.0,25.0,1,0,0,33.4
Status,1769597324000,58,8,1,12,1575420030,0.00,330.0,25.0,0,0,0,0.0
Status,1769597324000,58,9,1,17,1575420030,0.00,60.0,16.0,0,0,0,0.0
Status,1769597324000,58,10,2,127,1575420030,40.00,359.0,14.0,0,0,0,35.0
Status,1769597324000,58,11,1,13,1575420030,33.00,196.0,8.0,1,0,0,28.0
