x,y,z,floor,point_type
-338.087,187.735,4.0,1,wall_halo
-338.087,187.735,7.0,2,wall_halo
-338.087,187.735,10.0,3,wall_halo
-338.087,187.735,13.0,4,wall_halo
-338.087,187.735,16.0,5,wall_halo
-338.087,187.735,19.0,6,wall_halo
-219.246,110.41,1.0,0,wall_halo
-219.246,110.41,4.0,1,wall_halo
-219.246,110.41,7.0,2,wall_halo
-219.246,110.41,10.0,3,wall_halo
-219.246,110.41,13.0,4,wall_halo
-219.246,110.41,16.0,5,wall_halo
-219.246,110.41,19.0,6,wall_halo
-213.746,110.361,1.0,0,wall_halo
-213.746,110.361,4.0,1,wall_halo
-213.746,110.361,7.0,2,wall_halo
-213.746,110.361,10.0,3,wall_halo
-213.746,110.361,13.0,4,wall_halo
-213.746,110.361,16.0,5,wall_halo
-213.746,110.361,19.0,6,wall_halo
-208.247,110.312,1.0,0,wall_halo
-208.247,110.312,4.0,1,wall_halo
-208.247,110.312,7.0,2,wall_halo
-208.247,110.312,10.0,3,wall_halo
-208.247,110.312,13.0,4,wall_halo
-208.247,110.312,16.0,5,wall_halo
-208.247,110.312,19.0,6,wall_halo
-202.747,110.263,1.0,0,wall_halo
-202.747,110.263,4.0,1,wall_halo
-202.747,110.263,7.0,2,wall_halo
-202.747,110.263,10.0,3,wall_halo
-202.747,110.263,13.0,4,wall_halo
-202.747,110.263,16.0,5,wall_halo
-202.747,110.263,19.0,6,wall_halo
-197.248,110.214,1.0,0,wall_halo
-197.248,110.214,4.0,1,wall_halo
-197.248,110.214,7.0,2,wall_halo
-197.248,110.214,10.0,3,wall_halo
-197.248,110.214,13.0,4,wall_halo
-197.248,110.214,16.0,5,wall_halo
-197.248,110.214,19.0,6,wall_halo
-191.952,115.448,1.0,0,wall_halo
-191.952,115.448,4.0,1,wall_halo
-191.952,115.448,7.0,2,wall_halo
-191.952,115.448,10.0,3,wall_halo
-191.952,115.448,13.0,4,wall_halo
-191.952,115.448,16.0,5,wall_halo
-191.952,115.448,19.0,6,wall_halo
-191.903,121.008,1.0,0,wall_halo
-191.903,121.008,4.0,1,wall_halo
-191.903,121.008,7.0,2,wall_halo
-191.903,121.008,10.0,3,wall_halo
-191.903,121.008,13.0,4,wall_halo
-191.903,121.008,16.0,5,wall_halo
-191.903,121.008,19.0,6,wall_halo
-197.032,133.627,1.0,0,wall_halo
-197.032,133.627,4.0,1,wall_halo
-197.032,133.627,7.0,2,wall_halo
-197.032,133.627,10.0,3,wall_halo
-197.032,133.627,13.0,4,wall_halo
-197.032,133.627,16.0,5,wall_halo
-197.032,133.627,19.0,6,wall_halo
-205.53,137.804,1.0,0,wall_halo
-205.53,137.804,4.0,1,wall_halo
-205.53,137.804,7.0,2,wall_halo
-205.53,137.804,10.0,3,wall_halo
-205.53,137.804,13.0,4,wall_halo
-205.53,137.804,16.0,5,wall_halo
-205.53,137.804,19.0,6,wall_halo
-213.97,135.213,1.0,0,wall_halo
-213.97,135.213,4.0,1,wall_halo
-213.97,135.213,7.0,2,wall_halo
-213.97,135.213,10.0,3,wall_halo
-213.97,135.213,13.0,4,wall_halo
-213.97,135.213,16.0,5,wall_halo
-213.97,135.213,19.0,6,wall_halo
-217.839,131.395,1.0,0,wall_halo
-217.839,131.395,4.0,1,wall_halo
-217.839,131.395,7.0,2,wall_halo
-217.839,131.395,10.0,3,wall_halo
-217.839,131.395,13.0,4,wall_halo
-217.839,131.395,16.0,5,wall_halo
-217.839,131.395,19.0,6,wall_halo
-221.708,127.577,1.0,0,wall_halo
-221.708,127.577,4.0,1,wall_halo
-221.708,127.577,7.0,2,wall_halo
-221.708,127.577,10.0,3,wall_halo
-221.708,127.577,13.0,4,wall_halo
-221.708,127.577,16.0,5,wall_halo
-221.708,127.577,19.0,6,wall_halo
-224.408,121.17,1.0,0,wall_halo
-224.408,121.17,4.0,1,wall_halo
-224.408,121.17,7.0,2,wall_halo
-224.408,121.17,10.0,3,wall_halo
-224.408,121.17,13.0,4,wall_halo
-224.408,121.17,16.0,5,wall_halo
-224.408,121.17,19.0,6,wall_halo
-224.451,115.693,1.0,0,wall_halo
-224.451,115.693,4.0,1,wall_halo
-224.451,115.693,7.0,2,wall_halo
-224.451,115.693,10.0,3,wall_halo
-224.451,115.693,13.0,4,wall_halo
-224.451,115.693,16.0,5,wall_halo
-224.451,115.693,19.0,6,wall_halo
-368.174,-114.63,1.0,0,wall_halo
-368.174,-114.63,4.0,1,wall_halo
-368.174,-114.63,7.0,2,wall_halo
-368.174,-114.63,10.0,3,wall_halo
-368.174,-114.63,13.0,4,wall_halo
-368.174,-114.63,16.0,5,wall_halo
-368.174,-114.63,19.0,6,wall_halo
-367.852,-120.164,1.0,0,wall_halo
-367.852,-120.164,4.0,1,wall_halo
-367.852,-120.164,7.0,2,wall_halo
-367.852,-120.164,10.0,3,wall_halo
-367.852,-120.164,13.0,4,wall_halo
-367.852,-120.164,16.0,5,wall_halo
-367.852,-120.164,19.0,6,wall_halo
-367.53,-125.699,1.0,0,wall_halo
-367.53,-125.699,4.0,1,wall_halo
-367.53,-125.699,7.0,2,wall_halo
-367.53,-125.699,10.0,3,wall_halo
-367.53,-125.699,13.0,4,wall_halo
-367.53,-125.699,16.0,5,wall_halo
-367.53,-125.699,19.0,6,wall_halo
-367.208,-131.233,1.0,0,wall_halo
-367.208,-131.233,4.0,1,wall_halo
-367.208,-131.233,7.0,2,wall_halo
-367.208,-131.233,10.0,3,wall_halo
-367.208,-131.233,13.0,4,wall_halo
-367.208,-131.233,16.0,5,wall_halo
-367.208,-131.233,19.0,6,wall_halo
-366.886,-136.767,1.0,0,wall_halo
-366.886,-136.767,4.0,1,wall_halo
-366.886,-136.767,7.0,2,wall_halo
-366.886,-136.767,10.0,3,wall_halo
-366.886,-136.767,13.0,4,wall_halo
-366.886,-136.767,16.0,5,wall_halo
-366.886,-136.767,19.0,6,wall_halo
-366.563,-142.301,1.0,0,wall_halo
-366.563,-142.301,4.0,1,wall_halo
-366.563,-142.301,7.0,2,wall_halo
-366.563,-142.301,10.0,3,wall_halo
-366.563,-142.301,13.0,4,wall_halo
-366.563,-142.301,16.0,5,wall_halo
-366.563,-142.301,19.0,6,wall_halo
-366.241,-147.835,1.0,0,wall_halo
-366.241,-147.835,4.0,1,wall_halo
-366.241,-147.835,7.0,2,wall_halo
-366.241,-147.835,10.0,3,wall_halo
-366.241,-147.835,13.0,4,wall_halo
-366.241,-147.835,16.0,5,wall_halo
-366.241,-147.835,19.0,6,wall_halo
-360.698,-152.794,1.0,0,wall_halo
-360.698,-152.794,4.0,1,wall_halo
-360.698,-152.794,7.0,2,wall_halo
-360.698,-152.794,10.0,3,wall_halo
-360.698,-152.794,13.0,4,wall_halo
-360.698,-152.794,16.0,5,wall_halo
-360.698,-152.794,19.0,6,wall_halo
-355.214,-152.475,1.0,0,wall_halo
-355.214,-152.475,4.0,1,wall_halo
-355.214,-152.475,7.0,2,wall_halo
-355.214,-152.475,10.0,3,wall_halo
-355.214,-152.475,13.0,4,wall_halo
-355.214,-152.475,16.0,5,wall_halo
-355.214,-152.475,19.0,6,wall_halo
-349.731,-152.156,1.0,0,wall_halo
-349.731,-152.156,4.0,1,wall_halo
-349.731,-152.156,7.0,2,wall_halo
-349.731,-152.156,10.0,3,wall_halo
-349.731,-152.156,13.0,4,wall_halo
-349.731,-152.156,16.0,5,wall_halo
-349.731,-152.156,19.0,6,wall_halo
-344.248,-151.838,1.0,0,wall_halo
-344.248,-151.838,4.0,1,wall_halo
-344.248,-151.838,7.0,2,wall_halo
-344.248,-151.838,10.0,3,wall_halo
-344.248,-151.838,13.0,4,wall_halo
-344.248,-151.838,16.0,5,wall_halo
-344.248,-151.838,19.0,6,wall_halo
-338.765,-151.519,1.0,0,wall_halo
-338.765,-151.519,4.0,1,wall_halo
-338.765,-151.519,7.0,2,wall_halo
-338.765,-151.519,10.0,3,wall_halo
-338.765,-151.519,13.0,4,wall_halo
-338.765,-151.519,16.0,5,wall_halo
-338.765,-151.519,19.0,6,wall_halo
-333.281,-151.201,1.0,0,wall_halo
-333.281,-151.201,4.0,1,wall_halo
-333.281,-151.201,7.0,2,wall_halo
-333.281,-151.201,10.0,3,wall_halo
-333.281,-151.201,13.0,4,wall_halo
-333.281,-151.201,16.0,5,wall_halo
-333.281,-151.201,19.0,6,wall_halo
-327.798,-150.882,1.0,0,wall_halo
-327.798,-150.882,4.0,1,wall_halo
-327.798,-150.882,7.0,2,wall_halo
-327.798,-150.882,10.0,3,wall_halo
-327.798,-150.882,13.0,4,wall_halo
-327.798,-150.882,16.0,5,wall_halo
-327.798,-150.882,19.0,6,wall_halo
-322.315,-150.563,1.0,0,wall_halo
-322.315,-150.563,4.0,1,wall_halo
-322.315,-150.563,7.0,2,wall_halo
-322.315,-150.563,10.0,3,wall_halo
-322.315,-150.563,13.0,4,wall_halo
-322.315,-150.563,16.0,5,wall_halo
-322.315,-150.563,19.0,6,wall_halo
-317.373,-145.192,1.0,0,wall_halo
-317.373,-145.192,4.0,1,wall_halo
-317.373,-145.192,7.0,2,wall_halo
-317.373,-145.192,10.0,3,wall_halo
-317.373,-145.192,13.0,4,wall_halo
-317.373,-145.192,16.0,5,wall_halo
-317.373,-145.192,19.0,6,wall_halo
-317.673,-140.05,1.0,0,wall_halo
-317.673,-140.05,4.0,1,wall_halo
-317.673,-140.05,7.0,2,wall_halo
-317.673,-140.05,10.0,3,wall_halo
-317.673,-140.05,13.0,4,wall_halo
-317.673,-140.05,16.0,5,wall_halo
-317.673,-140.05,19.0,6,wall_halo
-317.973,-134.908,1.0,0,wall_halo
-317.973,-134.908,4.0,1,wall_halo
-317.973,-134.908,7.0,2,wall_halo
-317.973,-134.908,10.0,3,wall_halo
-317.973,-134.908,13.0,4,wall_halo
-317.973,-134.908,16.0,5,wall_halo
-317.973,-134.908,19.0,6,wall_halo
-318.273,-129.767,1.0,0,wall_halo
-318.273,-129.767,4.0,1,wall_halo
-318.273,-129.767,7.0,2,wall_halo
-318.273,-129.767,10.0,3,wall_halo
-318.273,-129.767,13.0,4,wall_halo
-318.273,-129.767,16.0,5,wall_halo
-318.273,-129.767,19.0,6,wall_halo
-318.573,-124.625,1.0,0,wall_halo
-318.573,-124.625,4.0,1,wall_halo
-318.573,-124.625,7.0,2,wall_halo
-318.573,-124.625,10.0,3,wall_halo
-318.573,-124.625,13.0,4,wall_halo
-318.573,-124.625,16.0,5,wall_halo
-318.573,-124.625,19.0,6,wall_halo
-318.873,-119.483,1.0,0,wall_halo
-318.873,-119.483,4.0,1,wall_halo
-318.873,-119.483,7.0,2,wall_halo
-318.873,-119.483,10.0,3,wall_halo
-318.873,-119.483,13.0,4,wall_halo
-318.873,-119.483,16.0,5,wall_halo
-318.873,-119.483,19.0,6,wall_halo
-319.173,-114.341,1.0,0,wall_halo
-319.173,-114.341,4.0,1,wall_halo
-319.173,-114.341,7.0,2,wall_halo
-319.173,-114.341,10.0,3,wall_halo
-319.173,-114.341,13.0,4,wall_halo
-319.173,-114.341,16.0,5,wall_halo
-319.173,-114.341,19.0,6,wall_halo
-319.473,-109.2,1.0,0,wall_halo
-319.473,-109.2,4.0,1,wall_halo
-319.473,-109.2,7.0,2,wall_halo
-319.473,-109.2,10.0,3,wall_halo
-319.473,-109.2,13.0,4,wall_halo
-319.473,-109.2,16.0,5,wall_halo
-319.473,-109.2,19.0,6,wall_halo
-319.773,-104.058,1.0,0,wall_halo
-319.773,-104.058,4.0,1,wall_halo
-319.773,-104.058,7.0,2,wall_halo
-319.773,-104.058,10.0,3,wall_halo
-319.773,-104.058,13.0,4,wall_halo
-319.773,-104.058,16.0,5,wall_halo
-319.773,-104.058,19.0,6,wall_halo
-321.409,-98.108,1.0,0,wall_halo
-321.409,-98.108,4.0,1,wall_halo
-321.409,-98.108,7.0,2,wall_halo
-321.409,-98.108,10.0,3,wall_halo
-321.409,-98.108,13.0,4,wall_halo
-321.409,-98.108,16.0,5,wall_halo
-321.409,-98.108,19.0,6,wall_halo
-323.844,-93.326,1.0,0,wall_halo
-323.844,-93.326,4.0,1,wall_halo
-323.844,-93.326,7.0,2,wall_halo
-323.844,-93.326,10.0,3,wall_halo
-323.844,-93.326,13.0,4,wall_halo
-323.844,-93.326,16.0,5,wall_halo
-323.844,-93.326,19.0,6,wall_halo
-330.063,-89.728,1.0,0,wall_halo
-330.063,-89.728,4.0,1,wall_halo
-330.063,-89.728,7.0,2,wall_halo
-330.063,-89.728,10.0,3,wall_halo
-330.063,-89.728,13.0,4,wall_halo
-330.063,-89.728,16.0,5,wall_halo
-330.063,-89.728,19.0,6,wall_halo
-335.32,-90.034,1.0,0,wall_halo
-335.32,-90.034,4.0,1,wall_halo
-335.32,-90.034,7.0,2,wall_halo
-335.32,-90.034,10.0,3,wall_halo
-335.32,-90.034,13.0,4,wall_halo
-335.32,-90.034,16.0,5,wall_halo
-335.32,-90.034,19.0,6,wall_halo
-340.577,-90.34,1.0,0,wall_halo
-340.577,-90.34,4.0,1,wall_halo
-340.577,-90.34,7.0,2,wall_halo
-340.577,-90.34,10.0,3,wall_halo
-340.577,-90.34,13.0,4,wall_halo
-340.577,-90.34,16.0,5,wall_halo
-340.577,-90.34,19.0,6,wall_halo
-345.835,-90.646,1.0,0,wall_halo
-345.835,-90.646,4.0,1,wall_halo
-345.835,-90.646,7.0,2,wall_halo
-345.835,-90.646,10.0,3,wall_halo
-345.835,-90.646,13.0,4,wall_halo
-345.835,-90.646,16.0,5,wall_halo
-345.835,-90.646,19.0,6,wall_halo
-351.092,-90.952,1.0,0,wall_halo
-351.092,-90.952,4.0,1,wall_halo
-351.092,-90.952,7.0,2,wall_halo
-351.092,-90.952,10.0,3,wall_halo
-351.092,-90.952,13.0,4,wall_halo
-351.092,-90.952,16.0,5,wall_halo
-351.092,-90.952,19.0,6,wall_halo
-356.349,-91.258,1.0,0,wall_halo
-356.349,-91.258,4.0,1,wall_halo
-356.349,-91.258,7.0,2,wall_halo
-356.349,-91.258,10.0,3,wall_halo
-356.349,-91.258,13.0,4,wall_halo
-356.349,-91.258,16.0,5,wall_halo
-356.349,-91.258,19.0,6,wall_halo
-362.285,-95.199,1.0,0,wall_halo
-362.285,-95.199,4.0,1,wall_halo
-362.285,-95.199,7.0,2,wall_halo
-362.285,-95.199,10.0,3,wall_halo
-362.285,-95.199,13.0,4,wall_halo
-362.285,-95.199,16.0,5,wall_halo
-362.285,-95.199,19.0,6,wall_halo
-364.725,-100.036,1.0,0,wall_halo
-364.725,-100.036,4.0,1,wall_halo
-364.725,-100.036,7.0,2,wall_halo
-364.725,-100.036,10.0,3,wall_halo
-364.725,-100.036,13.0,4,wall_halo
-364.725,-100.036,16.0,5,wall_halo
-364.725,-100.036,19.0,6,wall_halo
-367.196,-107.017,1.0,0,wall_halo
-367.196,-107.017,4.0,1,wall_halo
-367.196,-107.017,7.0,2,wall_halo
-367.196,-107.017,10.0,3,wall_halo
-367.196,-107.017,13.0,4,wall_halo
-367.196,-107.017,16.0,5,wall_halo
-367.196,-107.017,19.0,6,wall_halo
-251.667,-157.366,1.0,0,wall_halo
-251.667,-157.366,4.0,1,wall_halo
-251.667,-157.366,7.0,2,wall_halo
-251.667,-157.366,10.0,3,wall_halo
-251.667,-157.366,13.0,4,wall_halo
-251.667,-157.366,16.0,5,wall_halo
-251.667,-157.366,19.0,6,wall_halo
-246.402,-157.687,1.0,0,wall_halo
-246.402,-157.687,4.0,1,wall_halo
-246.402,-157.687,7.0,2,wall_halo
-246.402,-157.687,10.0,3,wall_halo
-246.402,-157.687,13.0,4,wall_halo
-246.402,-157.687,16.0,5,wall_halo
-246.402,-157.687,19.0,6,wall_halo
-241.137,-158.008,1.0,0,wall_halo
-241.137,-158.008,4.0,1,wall_halo
-241.137,-158.008,7.0,2,wall_halo
-241.137,-158.008,10.0,3,wall_halo
-241.137,-158.008,13.0,4,wall_halo
-241.137,-158.008,16.0,5,wall_halo
-241.137,-158.008,19.0,6,wall_halo
-235.872,-158.328,1.0,0,wall_halo
-235.872,-158.328,4.0,1,wall_halo
-235.872,-158.328,7.0,2,wall_halo
-235.872,-158.328,10.0,3,wall_halo
-235.872,-158.328,13.0,4,wall_halo
-235.872,-158.328,16.0,5,wall_halo
-235.872,-158.328,19.0,6,wall_halo
-230.606,-158.649,1.0,0,wall_halo
-230.606,-158.649,4.0,1,wall_halo
-230.606,-158.649,7.0,2,wall_halo
-230.606,-158.649,10.0,3,wall_halo
-230.606,-158.649,13.0,4,wall_halo
-230.606,-158.649,16.0,5,wall_halo
-230.606,-158.649,19.0,6,wall_halo
-225.341,-158.97,1.0,0,wall_halo
-225.341,-158.97,4.0,1,wall_halo
-225.341,-158.97,7.0,2,wall_halo
-225.341,-158.97,10.0,3,wall_halo
-225.341,-158.97,13.0,4,wall_halo
-225.341,-158.97,16.0,5,wall_halo
-225.341,-158.97,19.0,6,wall_halo
-220.076,-159.29,1.0,0,wall_halo
-220.076,-159.29,4.0,1,wall_halo
-220.076,-159.29,7.0,2,wall_halo
-220.076,-159.29,10.0,3,wall_halo
-220.076,-159.29,13.0,4,wall_halo
-220.076,-159.29,16.0,5,wall_halo
-220.076,-159.29,19.0,6,wall_halo
-214.811,-159.611,1.0,0,wall_halo
-214.811,-159.611,4.0,1,wall_halo
-214.811,-159.611,7.0,2,wall_halo
-214.811,-159.611,10.0,3,wall_halo
-214.811,-159.611,13.0,4,wall_halo
-214.811,-159.611,16.0,5,wall_halo
-214.811,-159.611,19.0,6,wall_halo
-209.546,-159.932,1.0,0,wall_halo
-209.546,-159.932,4.0,1,wall_halo
-209.546,-159.932,7.0,2,wall_halo
-209.546,-159.932,10.0,3,wall_halo
-209.546,-159.932,13.0,4,wall_halo
-209.546,-159.932,16.0,5,wall_halo
-209.546,-159.932,19.0,6,wall_halo
-204.28,-160.252,1.0,0,wall_halo
-204.28,-160.252,4.0,1,wall_halo
-204.28,-160.252,7.0,2,wall_halo
-204.28,-160.252,10.0,3,wall_halo
-204.28,-160.252,13.0,4,wall_halo
-204.28,-160.252,16.0,5,wall_halo
-204.28,-160.252,19.0,6,wall_halo
-198.853,-155.438,1.0,0,wall_halo
-198.853,-155.438,4.0,1,wall_halo
-198.853,-155.438,7.0,2,wall_halo
-198.853,-155.438,10.0,3,wall_halo
-198.853,-155.438,13.0,4,wall_halo
-198.853,-155.438,16.0,5,wall_halo
-198.853,-155.438,19.0,6,wall_halo
-198.56,-150.2,1.0,0,wall_halo
-198.56,-150.2,4.0,1,wall_halo
-198.56,-150.2,7.0,2,wall_halo
-198.56,-150.2,10.0,3,wall_halo
-198.56,-150.2,13.0,4,wall_halo
-198.56,-150.2,16.0,5,wall_halo
-198.56,-150.2,19.0,6,wall_halo
-198.268,-144.963,1.0,0,wall_halo
-198.268,-144.963,4.0,1,wall_halo
-198.268,-144.963,7.0,2,wall_halo
-198.268,-144.963,10.0,3,wall_halo
-198.268,-144.963,13.0,4,wall_halo
-198.268,-144.963,16.0,5,wall_halo
-198.268,-144.963,19.0,6,wall_halo
-197.975,-139.725,1.0,0,wall_halo
-197.975,-139.725,4.0,1,wall_halo
-197.975,-139.725,7.0,2,wall_halo
-197.975,-139.725,10.0,3,wall_halo
-197.975,-139.725,13.0,4,wall_halo
-197.975,-139.725,16.0,5,wall_halo
-197.975,-139.725,19.0,6,wall_halo
-199.541,-133.319,1.0,0,wall_halo
-199.541,-133.319,4.0,1,wall_halo
-199.541,-133.319,7.0,2,wall_halo
-199.541,-133.319,10.0,3,wall_halo
-199.541,-133.319,13.0,4,wall_halo
-199.541,-133.319,16.0,5,wall_halo
-199.541,-133.319,19.0,6,wall_halo
-202.307,-128.521,1.0,0,wall_halo
-202.307,-128.521,4.0,1,wall_halo
-202.307,-128.521,7.0,2,wall_halo
-202.307,-128.521,10.0,3,wall_halo
-202.307,-128.521,13.0,4,wall_halo
-202.307,-128.521,16.0,5,wall_halo
-202.307,-128.521,19.0,6,wall_halo
-208.01,-124.066,1.0,0,wall_halo
-208.01,-124.066,4.0,1,wall_halo
-208.01,-124.066,7.0,2,wall_halo
-208.01,-124.066,10.0,3,wall_halo
-208.01,-124.066,13.0,4,wall_halo
-208.01,-124.066,16.0,5,wall_halo
-208.01,-124.066,19.0,6,wall_halo
-213.827,-122.222,1.0,0,wall_halo
-213.827,-122.222,4.0,1,wall_halo
-213.827,-122.222,7.0,2,wall_halo
-213.827,-122.222,10.0,3,wall_halo
-213.827,-122.222,13.0,4,wall_halo
-213.827,-122.222,16.0,5,wall_halo
-213.827,-122.222,19.0,6,wall_halo
-219.645,-120.377,1.0,0,wall_halo
-219.645,-120.377,4.0,1,wall_halo
-219.645,-120.377,7.0,2,wall_halo
-219.645,-120.377,10.0,3,wall_halo
-219.645,-120.377,13.0,4,wall_halo
-219.645,-120.377,16.0,5,wall_halo
-219.645,-120.377,19.0,6,wall_halo
-225.736,-119.244,1.0,0,wall_halo
-225.736,-119.244,4.0,1,wall_halo
-225.736,-119.244,7.0,2,wall_halo
-225.736,-119.244,10.0,3,wall_halo
-225.736,-119.244,13.0,4,wall_halo
-225.736,-119.244,16.0,5,wall_halo
-225.736,-119.244,19.0,6,wall_halo
-230.779,-119.051,1.0,0,wall_halo
-230.779,-119.051,4.0,1,wall_halo
-230.779,-119.051,7.0,2,wall_halo
-230.779,-119.051,10.0,3,wall_halo
-230.779,-119.051,13.0,4,wall_halo
-230.779,-119.051,16.0,5,wall_halo
-230.779,-119.051,19.0,6,wall_halo
-235.823,-118.858,1.0,0,wall_halo
-235.823,-118.858,4.0,1,wall_halo
-235.823,-118.858,7.0,2,wall_halo
-235.823,-118.858,10.0,3,wall_halo
-235.823,-118.858,13.0,4,wall_halo
-235.823,-118.858,16.0,5,wall_halo
-235.823,-118.858,19.0,6,wall_halo
-242.578,-121.484,1.0,0,wall_halo
-242.578,-121.484,4.0,1,wall_halo
-242.578,-121.484,7.0,2,wall_halo
-242.578,-121.484,10.0,3,wall_halo
-242.578,-121.484,13.0,4,wall_halo
-242.578,-121.484,16.0,5,wall_halo
-242.578,-121.484,19.0,6,wall_halo
-247.621,-125.751,1.0,0,wall_halo
-247.621,-125.751,4.0,1,wall_halo
-247.621,-125.751,7.0,2,wall_halo
-247.621,-125.751,10.0,3,wall_halo
-247.621,-125.751,13.0,4,wall_halo
-247.621,-125.751,16.0,5,wall_halo
-247.621,-125.751,19.0,6,wall_halo
-252.665,-130.019,1.0,0,wall_halo
-252.665,-130.019,4.0,1,wall_halo
-252.665,-130.019,7.0,2,wall_halo
-252.665,-130.019,10.0,3,wall_halo
-252.665,-130.019,13.0,4,wall_halo
-252.665,-130.019,16.0,5,wall_halo
-252.665,-130.019,19.0,6,wall_halo
-256.144,-136.573,1.0,0,wall_halo
-256.144,-136.573,4.0,1,wall_halo
-256.144,-136.573,7.0,2,wall_halo
-256.144,-136.573,10.0,3,wall_halo
-256.144,-136.573,13.0,4,wall_halo
-256.144,-136.573,16.0,5,wall_halo
-256.144,-136.573,19.0,6,wall_halo
-256.287,-141.735,1.0,0,wall_halo
-256.287,-141.735,4.0,1,wall_halo
-256.287,-141.735,7.0,2,wall_halo
-256.287,-141.735,10.0,3,wall_halo
-256.287,-141.735,13.0,4,wall_halo
-256.287,-141.735,16.0,5,wall_halo
-256.287,-141.735,19.0,6,wall_halo
-256.431,-146.897,1.0,0,wall_halo
-256.431,-146.897,4.0,1,wall_halo
-256.431,-146.897,7.0,2,wall_halo
-256.431,-146.897,10.0,3,wall_halo
-256.431,-146.897,13.0,4,wall_halo
-256.431,-146.897,16.0,5,wall_halo
-256.431,-146.897,19.0,6,wall_halo
-256.575,-152.06,1.0,0,wall_halo
-256.575,-152.06,4.0,1,wall_halo
-256.575,-152.06,7.0,2,wall_halo
-256.575,-152.06,10.0,3,wall_halo
-256.575,-152.06,13.0,4,wall_halo
-256.575,-152.06,16.0,5,wall_halo
-256.575,-152.06,19.0,6,wall_halo
-50.235,152.555,1.0,0,wall_halo
-50.235,152.555,4.0,1,wall_halo
-50.235,152.555,7.0,2,wall_halo
-50.235,152.555,10.0,3,wall_halo
-50.235,152.555,13.0,4,wall_halo
-50.235,152.555,16.0,5,wall_halo
-50.235,152.555,19.0,6,wall_halo
-50.142,147.259,1.0,0,wall_halo
-50.142,147.259,4.0,1,wall_halo
-50.142,147.259,7.0,2,wall_halo
-50.142,147.259,10.0,3,wall_halo
-50.142,147.259,13.0,4,wall_halo
-50.142,147.259,16.0,5,wall_halo
-50.142,147.259,19.0,6,wall_halo
-50.05,141.963,1.0,0,wall_halo
-50.05,141.963,4.0,1,wall_halo
-50.05,141.963,7.0,2,wall_halo
-50.05,141.963,10.0,3,wall_halo
-50.05,141.963,13.0,4,wall_halo
-50.05,141.963,16.0,5,wall_halo
-50.05,141.963,19.0,6,wall_halo
-49.958,136.667,1.0,0,wall_halo
-49.958,136.667,4.0,1,wall_halo
-49.958,136.667,7.0,2,wall_halo
-49.958,136.667,10.0,3,wall_halo
-49.958,136.667,13.0,4,wall_halo
-49.958,136.667,16.0,5,wall_halo
-49.958,136.667,19.0,6,wall_halo
-44.338,131.617,1.0,0,wall_halo
-44.338,131.617,4.0,1,wall_halo
-44.338,131.617,7.0,2,wall_halo
-44.338,131.617,10.0,3,wall_halo
-44.338,131.617,13.0,4,wall_halo
-44.338,131.617,16.0,5,wall_halo
-44.338,131.617,19.0,6,wall_halo
-38.28,131.725,1.0,0,wall_halo
-38.28,131.725,4.0,1,wall_halo
-38.28,131.725,7.0,2,wall_halo
-38.28,131.725,10.0,3,wall_halo
-38.28,131.725,13.0,4,wall_halo
-38.28,131.725,16.0,5,wall_halo
-38.28,131.725,19.0,6,wall_halo
-32.222,131.834,1.0,0,wall_halo
-32.222,131.834,4.0,1,wall_halo
-32.222,131.834,7.0,2,wall_halo
-32.222,131.834,10.0,3,wall_halo
-32.222,131.834,13.0,4,wall_halo
-32.222,131.834,16.0,5,wall_halo
-32.222,131.834,19.0,6,wall_halo
-26.164,131.942,1.0,0,wall_halo
-26.164,131.942,4.0,1,wall_halo
-26.164,131.942,7.0,2,wall_halo
-26.164,131.942,10.0,3,wall_halo
-26.164,131.942,13.0,4,wall_halo
-26.164,131.942,16.0,5,wall_halo
-26.164,131.942,19.0,6,wall_halo
-20.729,137.307,1.0,0,wall_halo
-20.729,137.307,4.0,1,wall_halo
-20.729,137.307,7.0,2,wall_halo
-20.729,137.307,10.0,3,wall_halo
-20.729,137.307,13.0,4,wall_halo
-20.729,137.307,16.0,5,wall_halo
-20.729,137.307,19.0,6,wall_halo
-20.827,142.839,1.0,0,wall_halo
-20.827,142.839,4.0,1,wall_halo
-20.827,142.839,7.0,2,wall_halo
-20.827,142.839,10.0,3,wall_halo
-20.827,142.839,13.0,4,wall_halo
-20.827,142.839,16.0,5,wall_halo
-20.827,142.839,19.0,6,wall_halo
-21.103,148.571,1.0,0,wall_halo
-21.103,148.571,4.0,1,wall_halo
-21.103,148.571,7.0,2,wall_halo
-21.103,148.571,10.0,3,wall_halo
-21.103,148.571,13.0,4,wall_halo
-21.103,148.571,16.0,5,wall_halo
-21.103,148.571,19.0,6,wall_halo
-21.545,154.2,1.0,0,wall_halo
-21.545,154.2,4.0,1,wall_halo
-21.545,154.2,7.0,2,wall_halo
-21.545,154.2,10.0,3,wall_halo
-21.545,154.2,13.0,4,wall_halo
-21.545,154.2,16.0,5,wall_halo
-21.545,154.2,19.0,6,wall_halo
-21.986,159.829,1.0,0,wall_halo
-21.986,159.829,4.0,1,wall_halo
-21.986,159.829,7.0,2,wall_halo
-21.986,159.829,10.0,3,wall_halo
-21.986,159.829,13.0,4,wall_halo
-21.986,159.829,16.0,5,wall_halo
-21.986,159.829,19.0,6,wall_halo
-22.427,165.458,1.0,0,wall_halo
