x,y,z,floor,point_type
264.276,174.374,1.0,0,wall_halo
264.276,174.374,4.0,1,wall_halo
264.276,174.374,7.0,2,wall_halo
264.276,174.374,10.0,3,wall_halo
264.276,174.374,13.0,4,wall_halo
264.276,174.374,16.0,5,wall_halo
264.276,174.374,19.0,6,wall_halo
260.245,170.658,1.0,0,wall_halo
260.245,170.658,4.0,1,wall_halo
260.245,170.658,7.0,2,wall_halo
260.245,170.658,10.0,3,wall_halo
260.245,170.658,13.0,4,wall_halo
260.245,170.658,16.0,5,wall_halo
260.245,170.658,19.0,6,wall_halo
256.215,166.941,1.0,0,wall_halo
256.215,166.941,4.0,1,wall_halo
256.215,166.941,7.0,2,wall_halo
256.215,166.941,10.0,3,wall_halo
256.215,166.941,13.0,4,wall_halo
256.215,166.941,16.0,5,wall_halo
256.215,166.941,19.0,6,wall_halo
252.184,163.224,1.0,0,wall_halo
252.184,163.224,4.0,1,wall_halo
252.184,163.224,7.0,2,wall_halo
252.184,163.224,10.0,3,wall_halo
252.184,163.224,13.0,4,wall_halo
252.184,163.224,16.0,5,wall_halo
252.184,163.224,19.0,6,wall_halo
248.154,159.508,1.0,0,wall_halo
248.154,159.508,4.0,1,wall_halo
248.154,159.508,7.0,2,wall_halo
248.154,159.508,10.0,3,wall_halo
248.154,159.508,13.0,4,wall_halo
248.154,159.508,16.0,5,wall_halo
248.154,159.508,19.0,6,wall_halo
244.124,155.791,1.0,0,wall_halo
244.124,155.791,4.0,1,wall_halo
244.124,155.791,7.0,2,wall_halo
244.124,155.791,10.0,3,wall_halo
244.124,155.791,13.0,4,wall_halo
244.124,155.791,16.0,5,wall_halo
244.124,155.791,19.0,6,wall_halo
240.093,152.075,1.0,0,wall_halo
240.093,152.075,4.0,1,wall_halo
240.093,152.075,7.0,2,wall_halo
240.093,152.075,10.0,3,wall_halo
240.093,152.075,13.0,4,wall_halo
240.093,152.075,16.0,5,wall_halo
240.093,152.075,19.0,6,wall_halo
238.012,145.093,1.0,0,wall_halo
238.012,145.093,4.0,1,wall_halo
238.012,145.093,7.0,2,wall_halo
238.012,145.093,10.0,3,wall_halo
238.012,145.093,13.0,4,wall_halo
238.012,145.093,16.0,5,wall_halo
238.012,145.093,19.0,6,wall_halo
239.343,139.726,1.0,0,wall_halo
239.343,139.726,4.0,1,wall_halo
239.343,139.726,7.0,2,wall_halo
239.343,139.726,10.0,3,wall_halo
239.343,139.726,13.0,4,wall_halo
239.343,139.726,16.0,5,wall_halo
239.343,139.726,19.0,6,wall_halo
240.674,134.359,1.0,0,wall_halo
240.674,134.359,4.0,1,wall_halo
240.674,134.359,7.0,2,wall_halo
240.674,134.359,10.0,3,wall_halo
240.674,134.359,13.0,4,wall_halo
240.674,134.359,16.0,5,wall_halo
240.674,134.359,19.0,6,wall_halo
242.005,128.992,1.0,0,wall_halo
242.005,128.992,4.0,1,wall_halo
242.005,128.992,7.0,2,wall_halo
242.005,128.992,10.0,3,wall_halo
242.005,128.992,13.0,4,wall_halo
242.005,128.992,16.0,5,wall_halo
242.005,128.992,19.0,6,wall_halo
243.336,123.625,1.0,0,wall_halo
243.336,123.625,4.0,1,wall_halo
243.336,123.625,7.0,2,wall_halo
243.336,123.625,10.0,3,wall_halo
243.336,123.625,13.0,4,wall_halo
243.336,123.625,16.0,5,wall_halo
243.336,123.625,19.0,6,wall_halo
244.667,118.258,1.0,0,wall_halo
244.667,118.258,4.0,1,wall_halo
244.667,118.258,7.0,2,wall_halo
244.667,118.258,10.0,3,wall_halo
244.667,118.258,13.0,4,wall_halo
244.667,118.258,16.0,5,wall_halo
244.667,118.258,19.0,6,wall_halo
245.999,112.89,1.0,0,wall_halo
245.999,112.89,4.0,1,wall_halo
245.999,112.89,7.0,2,wall_halo
245.999,112.89,10.0,3,wall_halo
245.999,112.89,13.0,4,wall_halo
245.999,112.89,16.0,5,wall_halo
245.999,112.89,19.0,6,wall_halo
249.366,106.701,1.0,0,wall_halo
249.366,106.701,4.0,1,wall_halo
249.366,106.701,7.0,2,wall_halo
249.366,106.701,10.0,3,wall_halo
249.366,106.701,13.0,4,wall_halo
249.366,106.701,16.0,5,wall_halo
249.366,106.701,19.0,6,wall_halo
253.678,101.78,1.0,0,wall_halo
253.678,101.78,4.0,1,wall_halo
253.678,101.78,7.0,2,wall_halo
253.678,101.78,10.0,3,wall_halo
253.678,101.78,13.0,4,wall_halo
253.678,101.78,16.0,5,wall_halo
253.678,101.78,19.0,6,wall_halo
259.2,97.708,1.0,0,wall_halo
259.2,97.708,4.0,1,wall_halo
259.2,97.708,7.0,2,wall_halo
259.2,97.708,10.0,3,wall_halo
259.2,97.708,13.0,4,wall_halo
259.2,97.708,16.0,5,wall_halo
259.2,97.708,19.0,6,wall_halo
263.984,95.849,1.0,0,wall_halo
263.984,95.849,4.0,1,wall_halo
263.984,95.849,7.0,2,wall_halo
263.984,95.849,10.0,3,wall_halo
263.984,95.849,13.0,4,wall_halo
263.984,95.849,16.0,5,wall_halo
263.984,95.849,19.0,6,wall_halo
268.767,93.99,1.0,0,wall_halo
268.767,93.99,4.0,1,wall_halo
268.767,93.99,7.0,2,wall_halo
268.767,93.99,10.0,3,wall_halo
268.767,93.99,13.0,4,wall_halo
268.767,93.99,16.0,5,wall_halo
268.767,93.99,19.0,6,wall_halo
273.551,92.131,1.0,0,wall_halo
273.551,92.131,4.0,1,wall_halo
273.551,92.131,7.0,2,wall_halo
273.551,92.131,10.0,3,wall_halo
273.551,92.131,13.0,4,wall_halo
273.551,92.131,16.0,5,wall_halo
273.551,92.131,19.0,6,wall_halo
280.715,93.697,1.0,0,wall_halo
280.715,93.697,4.0,1,wall_halo
280.715,93.697,7.0,2,wall_halo
280.715,93.697,10.0,3,wall_halo
280.715,93.697,13.0,4,wall_halo
280.715,93.697,16.0,5,wall_halo
280.715,93.697,19.0,6,wall_halo
285.058,97.702,1.0,0,wall_halo
285.058,97.702,4.0,1,wall_halo
285.058,97.702,7.0,2,wall_halo
285.058,97.702,10.0,3,wall_halo
285.058,97.702,13.0,4,wall_halo
285.058,97.702,16.0,5,wall_halo
285.058,97.702,19.0,6,wall_halo
289.401,101.708,1.0,0,wall_halo
289.401,101.708,4.0,1,wall_halo
289.401,101.708,7.0,2,wall_halo
289.401,101.708,10.0,3,wall_halo
289.401,101.708,13.0,4,wall_halo
289.401,101.708,16.0,5,wall_halo
289.401,101.708,19.0,6,wall_halo
293.744,105.713,1.0,0,wall_halo
293.744,105.713,4.0,1,wall_halo
293.744,105.713,7.0,2,wall_halo
293.744,105.713,10.0,3,wall_halo
293.744,105.713,13.0,4,wall_halo
293.744,105.713,16.0,5,wall_halo
293.744,105.713,19.0,6,wall_halo
298.087,109.718,1.0,0,wall_halo
298.087,109.718,4.0,1,wall_halo
298.087,109.718,7.0,2,wall_halo
298.087,109.718,10.0,3,wall_halo
298.087,109.718,13.0,4,wall_halo
298.087,109.718,16.0,5,wall_halo
298.087,109.718,19.0,6,wall_halo
300.574,117.058,1.0,0,wall_halo
300.574,117.058,4.0,1,wall_halo
300.574,117.058,7.0,2,wall_halo
300.574,117.058,10.0,3,wall_halo
300.574,117.058,13.0,4,wall_halo
300.574,117.058,16.0,5,wall_halo
300.574,117.058,19.0,6,wall_halo
299.648,123.325,1.0,0,wall_halo
299.648,123.325,4.0,1,wall_halo
299.648,123.325,7.0,2,wall_halo
299.648,123.325,10.0,3,wall_halo
299.648,123.325,13.0,4,wall_halo
299.648,123.325,16.0,5,wall_halo
299.648,123.325,19.0,6,wall_halo
298.723,129.592,1.0,0,wall_halo
298.723,129.592,4.0,1,wall_halo
298.723,129.592,7.0,2,wall_halo
298.723,129.592,10.0,3,wall_halo
298.723,129.592,13.0,4,wall_halo
298.723,129.592,16.0,5,wall_halo
298.723,129.592,19.0,6,wall_halo
296.795,135.765,1.0,0,wall_halo
296.795,135.765,4.0,1,wall_halo
296.795,135.765,7.0,2,wall_halo
296.795,135.765,10.0,3,wall_halo
296.795,135.765,13.0,4,wall_halo
296.795,135.765,16.0,5,wall_halo
296.795,135.765,19.0,6,wall_halo
294.406,140.207,1.0,0,wall_halo
294.406,140.207,4.0,1,wall_halo
294.406,140.207,7.0,2,wall_halo
294.406,140.207,10.0,3,wall_halo
294.406,140.207,13.0,4,wall_halo
294.406,140.207,16.0,5,wall_halo
294.406,140.207,19.0,6,wall_halo
292.018,144.648,1.0,0,wall_halo
292.018,144.648,4.0,1,wall_halo
292.018,144.648,7.0,2,wall_halo
292.018,144.648,10.0,3,wall_halo
292.018,144.648,13.0,4,wall_halo
292.018,144.648,16.0,5,wall_halo
292.018,144.648,19.0,6,wall_halo
289.63,149.09,1.0,0,wall_halo
289.63,149.09,4.0,1,wall_halo
289.63,149.09,7.0,2,wall_halo
289.63,149.09,10.0,3,wall_halo
289.63,149.09,13.0,4,wall_halo
289.63,149.09,16.0,5,wall_halo
289.63,149.09,19.0,6,wall_halo
287.242,153.532,1.0,0,wall_halo
287.242,153.532,4.0,1,wall_halo
287.242,153.532,7.0,2,wall_halo
287.242,153.532,10.0,3,wall_halo
287.242,153.532,13.0,4,wall_halo
287.242,153.532,16.0,5,wall_halo
287.242,153.532,19.0,6,wall_halo
284.854,157.973,1.0,0,wall_halo
284.854,157.973,4.0,1,wall_halo
284.854,157.973,7.0,2,wall_halo
284.854,157.973,10.0,3,wall_halo
284.854,157.973,13.0,4,wall_halo
284.854,157.973,16.0,5,wall_halo
284.854,157.973,19.0,6,wall_halo
281.654,162.58,1.0,0,wall_halo
281.654,162.58,4.0,1,wall_halo
281.654,162.58,7.0,2,wall_halo
281.654,162.58,10.0,3,wall_halo
281.654,162.58,13.0,4,wall_halo
281.654,162.58,16.0,5,wall_halo
281.654,162.58,19.0,6,wall_halo
278.286,166.426,1.0,0,wall_halo
278.286,166.426,4.0,1,wall_halo
278.286,166.426,7.0,2,wall_halo
278.286,166.426,10.0,3,wall_halo
278.286,166.426,13.0,4,wall_halo
278.286,166.426,16.0,5,wall_halo
278.286,166.426,19.0,6,wall_halo
274.918,170.272,1.0,0,wall_halo
274.918,170.272,4.0,1,wall_halo
274.918,170.272,7.0,2,wall_halo
274.918,170.272,10.0,3,wall_halo
274.918,170.272,13.0,4,wall_halo
274.918,170.272,16.0,5,wall_halo
274.918,170.272,19.0,6,wall_halo
271.55,174.118,1.0,0,wall_halo
271.55,174.118,4.0,1,wall_halo
271.55,174.118,7.0,2,wall_halo
271.55,174.118,10.0,3,wall_halo
271.55,174.118,13.0,4,wall_halo
271.55,174.118,16.0,5,wall_halo
271.55,174.118,19.0,6,wall_halo
288.927,298.663,1.0,0,wall_halo
288.927,298.663,4.0,1,wall_halo
288.927,298.663,7.0,2,wall_halo
288.927,298.663,10.0,3,wall_halo
288.927,298.663,13.0,4,wall_halo
288.927,298.663,16.0,5,wall_halo
288.927,298.663,19.0,6,wall_halo
294.722,292.063,1.0,0,wall_halo
294.722,292.063,4.0,1,wall_halo
294.722,292.063,7.0,2,wall_halo
294.722,292.063,10.0,3,wall_halo
294.722,292.063,13.0,4,wall_halo
294.722,292.063,16.0,5,wall_halo
294.722,292.063,19.0,6,wall_halo
299.727,292.529,1.0,0,wall_halo
299.727,292.529,4.0,1,wall_halo
299.727,292.529,7.0,2,wall_halo
299.727,292.529,10.0,3,wall_halo
299.727,292.529,13.0,4,wall_halo
299.727,292.529,16.0,5,wall_halo
299.727,292.529,19.0,6,wall_halo
304.731,292.994,1.0,0,wall_halo
304.731,292.994,4.0,1,wall_halo
304.731,292.994,7.0,2,wall_halo
304.731,292.994,10.0,3,wall_halo
304.731,292.994,13.0,4,wall_halo
304.731,292.994,16.0,5,wall_halo
304.731,292.994,19.0,6,wall_halo
309.735,293.46,1.0,0,wall_halo
309.735,293.46,4.0,1,wall_halo
309.735,293.46,7.0,2,wall_halo
309.735,293.46,10.0,3,wall_halo
309.735,293.46,13.0,4,wall_halo
309.735,293.46,16.0,5,wall_halo
309.735,293.46,19.0,6,wall_halo
314.74,293.926,1.0,0,wall_halo
314.74,293.926,4.0,1,wall_halo
314.74,293.926,7.0,2,wall_halo
314.74,293.926,10.0,3,wall_halo
314.74,293.926,13.0,4,wall_halo
314.74,293.926,16.0,5,wall_halo
314.74,293.926,19.0,6,wall_halo
319.744,294.392,1.0,0,wall_halo
319.744,294.392,4.0,1,wall_halo
319.744,294.392,7.0,2,wall_halo
319.744,294.392,10.0,3,wall_halo
319.744,294.392,13.0,4,wall_halo
319.744,294.392,16.0,5,wall_halo
319.744,294.392,19.0,6,wall_halo
324.748,294.858,1.0,0,wall_halo
324.748,294.858,4.0,1,wall_halo
324.748,294.858,7.0,2,wall_halo
324.748,294.858,10.0,3,wall_halo
324.748,294.858,13.0,4,wall_halo
324.748,294.858,16.0,5,wall_halo
324.748,294.858,19.0,6,wall_halo
329.753,295.324,1.0,0,wall_halo
329.753,295.324,4.0,1,wall_halo
329.753,295.324,7.0,2,wall_halo
329.753,295.324,10.0,3,wall_halo
329.753,295.324,13.0,4,wall_halo
329.753,295.324,16.0,5,wall_halo
329.753,295.324,19.0,6,wall_halo
334.757,295.789,1.0,0,wall_halo
334.757,295.789,4.0,1,wall_halo
334.757,295.789,7.0,2,wall_halo
334.757,295.789,10.0,3,wall_halo
334.757,295.789,13.0,4,wall_halo
334.757,295.789,16.0,5,wall_halo
334.757,295.789,19.0,6,wall_halo
339.761,296.255,1.0,0,wall_halo
339.761,296.255,4.0,1,wall_halo
339.761,296.255,7.0,2,wall_halo
339.761,296.255,10.0,3,wall_halo
339.761,296.255,13.0,4,wall_halo
339.761,296.255,16.0,5,wall_halo
339.761,296.255,19.0,6,wall_halo
344.766,296.721,1.0,0,wall_halo
344.766,296.721,4.0,1,wall_halo
344.766,296.721,7.0,2,wall_halo
344.766,296.721,10.0,3,wall_halo
344.766,296.721,13.0,4,wall_halo
344.766,296.721,16.0,5,wall_halo
344.766,296.721,19.0,6,wall_halo
349.77,297.187,1.0,0,wall_halo
349.77,297.187,4.0,1,wall_halo
349.77,297.187,7.0,2,wall_halo
349.77,297.187,10.0,3,wall_halo
349.77,297.187,13.0,4,wall_halo
349.77,297.187,16.0,5,wall_halo
349.77,297.187,19.0,6,wall_halo
354.774,297.653,1.0,0,wall_halo
354.774,297.653,4.0,1,wall_halo
354.774,297.653,7.0,2,wall_halo
354.774,297.653,10.0,3,wall_halo
354.774,297.653,13.0,4,wall_halo
354.774,297.653,16.0,5,wall_halo
354.774,297.653,19.0,6,wall_halo
359.779,298.119,1.0,0,wall_halo
359.779,298.119,4.0,1,wall_halo
359.779,298.119,7.0,2,wall_halo
359.779,298.119,10.0,3,wall_halo
359.779,298.119,13.0,4,wall_halo
359.779,298.119,16.0,5,wall_halo
359.779,298.119,19.0,6,wall_halo
364.783,298.584,1.0,0,wall_halo
364.783,298.584,4.0,1,wall_halo
364.783,298.584,7.0,2,wall_halo
364.783,298.584,10.0,3,wall_halo
364.783,298.584,13.0,4,wall_halo
364.783,298.584,16.0,5,wall_halo
364.783,298.584,19.0,6,wall_halo
369.787,299.05,1.0,0,wall_halo
369.787,299.05,4.0,1,wall_halo
369.787,299.05,7.0,2,wall_halo
369.787,299.05,10.0,3,wall_halo
369.787,299.05,13.0,4,wall_halo
369.787,299.05,16.0,5,wall_halo
369.787,299.05,19.0,6,wall_halo
374.792,299.516,1.0,0,wall_halo
374.792,299.516,4.0,1,wall_halo
374.792,299.516,7.0,2,wall_halo
374.792,299.516,10.0,3,wall_halo
374.792,299.516,13.0,4,wall_halo
374.792,299.516,16.0,5,wall_halo
374.792,299.516,19.0,6,wall_halo
379.796,299.982,1.0,0,wall_halo
379.796,299.982,4.0,1,wall_halo
379.796,299.982,7.0,2,wall_halo
379.796,299.982,10.0,3,wall_halo
379.796,299.982,13.0,4,wall_halo
379.796,299.982,16.0,5,wall_halo
379.796,299.982,19.0,6,wall_halo
378.575,314.267,1.0,0,wall_halo
378.575,314.267,4.0,1,wall_halo
378.575,314.267,7.0,2,wall_halo
378.575,314.267,10.0,3,wall_halo
378.575,314.267,13.0,4,wall_halo
378.575,314.267,16.0,5,wall_halo
378.575,314.267,19.0,6,wall_halo
373.548,313.801,1.0,0,wall_halo
373.548,313.801,4.0,1,wall_halo
373.548,313.801,7.0,2,wall_halo
373.548,313.801,10.0,3,wall_halo
373.548,313.801,13.0,4,wall_halo
373.548,313.801,16.0,5,wall_halo
373.548,313.801,19.0,6,wall_halo
368.521,313.335,1.0,0,wall_halo
368.521,313.335,4.0,1,wall_halo
368.521,313.335,7.0,2,wall_halo
368.521,313.335,10.0,3,wall_halo
368.521,313.335,13.0,4,wall_halo
368.521,313.335,16.0,5,wall_halo
368.521,313.335,19.0,6,wall_halo
363.493,312.869,1.0,0,wall_halo
363.493,312.869,4.0,1,wall_halo
363.493,312.869,7.0,2,wall_halo
363.493,312.869,10.0,3,wall_halo
363.493,312.869,13.0,4,wall_halo
363.493,312.869,16.0,5,wall_halo
363.493,312.869,19.0,6,wall_halo
358.466,312.403,1.0,0,wall_halo
358.466,312.403,4.0,1,wall_halo
358.466,312.403,7.0,2,wall_halo
358.466,312.403,10.0,3,wall_halo
358.466,312.403,13.0,4,wall_halo
358.466,312.403,16.0,5,wall_halo
358.466,312.403,19.0,6,wall_halo
353.439,311.938,1.0,0,wall_halo
353.439,311.938,4.0,1,wall_halo
353.439,311.938,7.0,2,wall_halo
353.439,311.938,10.0,3,wall_halo
353.439,311.938,13.0,4,wall_halo
353.439,311.938,16.0,5,wall_halo
353.439,311.938,19.0,6,wall_halo
348.411,311.472,1.0,0,wall_halo
348.411,311.472,4.0,1,wall_halo
348.411,311.472,7.0,2,wall_halo
348.411,311.472,10.0,3,wall_halo
348.411,311.472,13.0,4,wall_halo
348.411,311.472,16.0,5,wall_halo
348.411,311.472,19.0,6,wall_halo
343.384,311.006,1.0,0,wall_halo
343.384,311.006,4.0,1,wall_halo
343.384,311.006,7.0,2,wall_halo
343.384,311.006,10.0,3,wall_halo
343.384,311.006,13.0,4,wall_halo
343.384,311.006,16.0,5,wall_halo
343.384,311.006,19.0,6,wall_halo
338.357,310.54,1.0,0,wall_halo
338.357,310.54,4.0,1,wall_halo
338.357,310.54,7.0,2,wall_halo
338.357,310.54,10.0,3,wall_halo
338.357,310.54,13.0,4,wall_halo
338.357,310.54,16.0,5,wall_halo
338.357,310.54,19.0,6,wall_halo
333.329,310.074,1.0,0,wall_halo
333.329,310.074,4.0,1,wall_halo
333.329,310.074,7.0,2,wall_halo
333.329,310.074,10.0,3,wall_halo
333.329,310.074,13.0,4,wall_halo
333.329,310.074,16.0,5,wall_halo
333.329,310.074,19.0,6,wall_halo
328.302,309.608,1.0,0,wall_halo
328.302,309.608,4.0,1,wall_halo
328.302,309.608,7.0,2,wall_halo
328.302,309.608,10.0,3,wall_halo
328.302,309.608,13.0,4,wall_halo
328.302,309.608,16.0,5,wall_halo
328.302,309.608,19.0,6,wall_halo
323.275,309.143,1.0,0,wall_halo
323.275,309.143,4.0,1,wall_halo
323.275,309.143,7.0,2,wall_halo
323.275,309.143,10.0,3,wall_halo
323.275,309.143,13.0,4,wall_halo
323.275,309.143,16.0,5,wall_halo
323.275,309.143,19.0,6,wall_halo
318.247,308.677,1.0,0,wall_halo
318.247,308.677,4.0,1,wall_halo
318.247,308.677,7.0,2,wall_halo
318.247,308.677,10.0,3,wall_halo
318.247,308.677,13.0,4,wall_halo
318.247,308.677,16.0,5,wall_halo
318.247,308.677,19.0,6,wall_halo
313.22,308.211,1.0,0,wall_halo
313.22,308.211,4.0,1,wall_halo
313.22,308.211,7.0,2,wall_halo
313.22,308.211,10.0,3,wall_halo
313.22,308.211,13.0,4,wall_halo
313.22,308.211,16.0,5,wall_halo
313.22,308.211,19.0,6,wall_halo
308.193,307.745,1.0,0,wall_halo
308.193,307.745,4.0,1,wall_halo
308.193,307.745,7.0,2,wall_halo
308.193,307.745,10.0,3,wall_halo
308.193,307.745,13.0,4,wall_halo
308.193,307.745,16.0,5,wall_halo
308.193,307.745,19.0,6,wall_halo
303.166,307.279,1.0,0,wall_halo
303.166,307.279,4.0,1,wall_halo
303.166,307.279,7.0,2,wall_halo
303.166,307.279,10.0,3,wall_halo
303.166,307.279,13.0,4,wall_halo
303.166,307.279,16.0,5,wall_halo
303.166,307.279,19.0,6,wall_halo
298.138,306.814,1.0,0,wall_halo
298.138,306.814,4.0,1,wall_halo
298.138,306.814,7.0,2,wall_halo
298.138,306.814,10.0,3,wall_halo
298.138,306.814,13.0,4,wall_halo
298.138,306.814,16.0,5,wall_halo
298.138,306.814,19.0,6,wall_halo
293.111,306.348,1.0,0,wall_halo
293.111,306.348,4.0,1,wall_halo
293.111,306.348,7.0,2,wall_halo
293.111,306.348,10.0,3,wall_halo
293.111,306.348,13.0,4,wall_halo
293.111,306.348,16.0,5,wall_halo
293.111,306.348,19.0,6,wall_halo
41.985,110.326,1.0,0,wall_halo
41.985,110.326,4.0,1,wall_halo
41.985,110.326,7.0,2,wall_halo
41.985,110.326,10.0,3,wall_halo
41.985,110.326,13.0,4,wall_halo
41.985,110.326,16.0,5,wall_halo
41.985,110.326,19.0,6,wall_halo
42.053,105.086,1.0,0,wall_halo
42.053,105.086,4.0,1,wall_halo
42.053,105.086,7.0,2,wall_halo
42.053,105.086,10.0,3,wall_halo
42.053,105.086,13.0,4,wall_halo
42.053,105.086,16.0,5,wall_halo
42.053,105.086,19.0,6,wall_halo
42.121,99.845,1.0,0,wall_halo
42.121,99.845,4.0,1,wall_halo
42.121,99.845,7.0,2,wall_halo
42.121,99.845,10.0,3,wall_halo
42.121,99.845,13.0,4,wall_halo
42.121,99.845,16.0,5,wall_halo
42.121,99.845,19.0,6,wall_halo
42.189,94.605,1.0,0,wall_halo
42.189,94.605,4.0,1,wall_halo
42.189,94.605,7.0,2,wall_halo
42.189,94.605,10.0,3,wall_halo
42.189,94.605,13.0,4,wall_halo
42.189,94.605,16.0,5,wall_halo
42.189,94.605,19.0,6,wall_halo
42.257,89.365,1.0,0,wall_halo
42.257,89.365,4.0,1,wall_halo
42.257,89.365,7.0,2,wall_halo
42.257,89.365,10.0,3,wall_halo
42.257,89.365,13.0,4,wall_halo
42.257,89.365,16.0,5,wall_halo
42.257,89.365,19.0,6,wall_halo
42.325,84.125,1.0,0,wall_halo
42.325,84.125,4.0,1,wall_halo
42.325,84.125,7.0,2,wall_halo
42.325,84.125,10.0,3,wall_halo
42.325,84.125,13.0,4,wall_halo
42.325,84.125,16.0,5,wall_halo
42.325,84.125,19.0,6,wall_halo
42.394,78.885,1.0,0,wall_halo
42.394,78.885,4.0,1,wall_halo
42.394,78.885,7.0,2,wall_halo
42.394,78.885,10.0,3,wall_halo
42.394,78.885,13.0,4,wall_halo
42.394,78.885,16.0,5,wall_halo
42.394,78.885,19.0,6,wall_halo
42.462,73.645,1.0,0,wall_halo
42.462,73.645,4.0,1,wall_halo
42.462,73.645,7.0,2,wall_halo
42.462,73.645,10.0,3,wall_halo
42.462,73.645,13.0,4,wall_halo
42.462,73.645,16.0,5,wall_halo
42.462,73.645,19.0,6,wall_halo
42.53,68.405,1.0,0,wall_halo
42.53,68.405,4.0,1,wall_halo
42.53,68.405,7.0,2,wall_halo
42.53,68.405,10.0,3,wall_halo
42.53,68.405,13.0,4,wall_halo
42.53,68.405,16.0,5,wall_halo
42.53,68.405,19.0,6,wall_halo
42.598,63.165,1.0,0,wall_halo
42.598,63.165,4.0,1,wall_halo
42.598,63.165,7.0,2,wall_halo
42.598,63.165,10.0,3,wall_halo
42.598,63.165,13.0,4,wall_halo
42.598,63.165,16.0,5,wall_halo
42.598,63.165,19.0,6,wall_halo
42.666,57.925,1.0,0,wall_halo
42.666,57.925,4.0,1,wall_halo
42.666,57.925,7.0,2,wall_halo
42.666,57.925,10.0,3,wall_halo
42.666,57.925,13.0,4,wall_halo
42.666,57.925,16.0,5,wall_halo
42.666,57.925,19.0,6,wall_halo
48.083,52.876,1.0,0,wall_halo
48.083,52.876,4.0,1,wall_halo
48.083,52.876,7.0,2,wall_halo
48.083,52.876,10.0,3,wall_halo
48.083,52.876,13.0,4,wall_halo
48.083,52.876,16.0,5,wall_halo
48.083,52.876,19.0,6,wall_halo
53.781,52.954,1.0,0,wall_halo
53.781,52.954,4.0,1,wall_halo
53.781,52.954,7.0,2,wall_halo
53.781,52.954,10.0,3,wall_halo
53.781,52.954,13.0,4,wall_halo
53.781,52.954,16.0,5,wall_halo
53.781,52.954,19.0,6,wall_halo
59.48,53.032,1.0,0,wall_halo
59.48,53.032,4.0,1,wall_halo
59.48,53.032,7.0,2,wall_halo
59.48,53.032,10.0,3,wall_halo
59.48,53.032,13.0,4,wall_halo
59.48,53.032,16.0,5,wall_halo
59.48,53.032,19.0,6,wall_halo
64.992,53.147,1.0,0,wall_halo
64.992,53.147,4.0,1,wall_halo
64.992,53.147,7.0,2,wall_halo
64.992,53.147,10.0,3,wall_halo
64.992,53.147,13.0,4,wall_halo
64.992,53.147,16.0,5,wall_halo
64.992,53.147,19.0,6,wall_halo
70.244,53.297,1.0,0,wall_halo
70.244,53.297,4.0,1,wall_halo
70.244,53.297,7.0,2,wall_halo
70.244,53.297,10.0,3,wall_halo
70.244,53.297,13.0,4,wall_halo
70.244,53.297,16.0,5,wall_halo
70.244,53.297,19.0,6,wall_halo
75.495,53.448,1.0,0,wall_halo
75.495,53.448,4.0,1,wall_halo
75.495,53.448,7.0,2,wall_halo
75.495,53.448,10.0,3,wall_halo
75.495,53.448,13.0,4,wall_halo
75.495,53.448,16.0,5,wall_halo
75.495,53.448,19.0,6,wall_halo
80.747,53.598,1.0,0,wall_halo
80.747,53.598,4.0,1,wall_halo
80.747,53.598,7.0,2,wall_halo
80.747,53.598,10.0,3,wall_halo
80.747,53.598,13.0,4,wall_halo
80.747,53.598,16.0,5,wall_halo
80.747,53.598,19.0,6,wall_halo
85.999,53.748,1.0,0,wall_halo
85.999,53.748,4.0,1,wall_halo
85.999,53.748,7.0,2,wall_halo
85.999,53.748,10.0,3,wall_halo
85.999,53.748,13.0,4,wall_halo
85.999,53.748,16.0,5,wall_halo
85.999,53.748,19.0,6,wall_halo
91.251,53.898,1.0,0,wall_halo
91.251,53.898,4.0,1,wall_halo
91.251,53.898,7.0,2,wall_halo
91.251,53.898,10.0,3,wall_halo
91.251,53.898,13.0,4,wall_halo
91.251,53.898,16.0,5,wall_halo
91.251,53.898,19.0,6,wall_halo
96.502,54.049,1.0,0,wall_halo
96.502,54.049,4.0,1,wall_halo
96.502,54.049,7.0,2,wall_halo
96.502,54.049,10.0,3,wall_halo
96.502,54.049,13.0,4,wall_halo
96.502,54.049,16.0,5,wall_halo
96.502,54.049,19.0,6,wall_halo
101.754,54.199,1.0,0,wall_halo
101.754,54.199,4.0,1,wall_halo
101.754,54.199,7.0,2,wall_halo
101.754,54.199,10.0,3,wall_halo
101.754,54.199,13.0,4,wall_halo
101.754,54.199,16.0,5,wall_halo
101.754,54.199,19.0,6,wall_halo
107.006,54.349,1.0,0,wall_halo
107.006,54.349,4.0,1,wall_halo
107.006,54.349,7.0,2,wall_halo
107.006,54.349,10.0,3,wall_halo
107.006,54.349,13.0,4,wall_halo
107.006,54.349,16.0,5,wall_halo
107.006,54.349,19.0,6,wall_halo
112.258,54.5,1.0,0,wall_halo
112.258,54.5,4.0,1,wall_halo
112.258,54.5,7.0,2,wall_halo
112.258,54.5,10.0,3,wall_halo
112.258,54.5,13.0,4,wall_halo
112.258,54.5,16.0,5,wall_halo
112.258,54.5,19.0,6,wall_halo
117.51,54.65,1.0,0,wall_halo
117.51,54.65,4.0,1,wall_halo
117.51,54.65,7.0,2,wall_halo
117.51,54.65,10.0,3,wall_halo
117.51,54.65,13.0,4,wall_halo
117.51,54.65,16.0,5,wall_halo
