file,epochs,median_altitude_m,median_vertical_accuracy_m,mean_cn0,median_vdop,median_used_sats
gnss_log_2026_01_28_16_01_03.txt,81,-61.2,27.5,30.375546018405146,1.0294007299219692,25.0
gnss_log_2026_01_28_16_04_53.txt,83,-76.10000000000001,18.2,30.726265114177153,1.0195784680896185,24.0
gnss_log_2026_01_28_16_14_38.txt,88,-74.0,16.85,33.407431432083186,0.9808562157322942,21.5
gnss_log_2026_01_28_16_18_16.txt,87,-62.3,15.6,34.909208292687325,0.928673895425535,21.0
gnss_log_2026_04_02_18_23_37.txt,84,-67.55000000000001,27.1,30.301167924992146,1.5777746570339053,12.0
gnss_log_2026_04_02_18_36_19.txt,57,-58.8,20.4,28.209985334550367,1.3507546126009833,13.0
gnss_log_2026_05_03_15_56_42.txt,180,-6.3500000000000085,43.7,22.462789229610948,1.5405024485657484,10.0
